label,tweet
love,ganteng
anger,jakarta bilang mengajak main jogja ajak main bacot doang 
anger,gitasav ngomong sexual harassment 
fear,kayak trauma laki laki karna ayah semenjak lulus sekolah puber suka cowo 
fear,wondering someone rebel 
love,produce versi indonesia pelatih dance agnes monica 
love,udah setua 
anger,sumpah warga negara thailand bencana nasional gini bantu tuding bacot berasa bener 
sadness,liat fokus cari duda mapan dewasa ajak nikah nyokap beresin kasih anak kandungnya dipestain mewah lgsg suami stay negaranya soon tercapai 
joy,cinta membangun kenangan terlupakan 
fear,perasaan takut menghantui mimpi mimpi malammu 
love,tersulah
fear,cinta pilihan 
joy,musim terindah nyalakan pagi senyumanmu payungi siang sapamu 
anger,model halal 
fear,dunia keras menghadapinya lembek hidup 
fear,momen amarahmu ledakan supernova memancarkan cahaya kegelapan ðÿÿ supernovarage 
joy,late post mumpung cerah upload seger 
sadness,ditinggal partner mudik 
love,sayang banget orang semoga sehat bahagia 
sadness,sayang banget anak yaampuuuuuunnn coba nandingin dance badan karet tulangnya maju wkwkwkw 
fear,mikir apasi update 
joy,lagu kayaknya hits enak ensenang just give reason kara 
anger,amarahmu meluap membuatmu mengendalikannya overflowinganger 
joy,jari jarinya jago gatau kali betapa menyiksanya berjam minggu ruang konsultasi nyeritain bikin ketakutan nginjek kaki rumah 
joy,username bismillah 
love,momen terhubung mengenal eternalconnection 
anger,make sure ngatain orang jelek 
sadness,girlfriend always pujuk merajuk because dont want lose perasaan takut automatik sayang 
sadness,heran driver gocar ngeluh macet kayak ngeluh kerja terserah 
fear,odong bohong odong haha bawa krts 
fear,pengen nonton film dibioskop tiket 
anger,wasit kemarin kepemimpinan bagus apan 
joy,bikin status sosmed ngejelekin pacarna cewek giliran hadiah ajak jalan bikin status muntahin ajan 
sadness,miris
love,selamat sayang 
anger,udah username project jatohnya scam fraud 
fear,serius takut botak gara rontok parah potong rambut salon 
anger,beburu cari provider 
sadness,dear username username username coba kaya sampe minus kaget bangun nyalain langsung palakin gitu makasih 
anger,pagi nonton berita headline bikin takut suami bunuh istri 
love,jatuh cinta ryan gosling notebook bosan nonton ulang land udah kali nonton land mata sayu 
joy,cinta dukungan terbatas berlindung badai shelteroflove 
love,kalo lihat kasmaran ngomong cinta 
sadness,tersadar menceritakan mantan pacar 
anger,momen amarahmu menghancurkan sekitarmu destructiverage 
love,
fear,mencekam merasakan perasaan dingin wajar sekitarku 
love,darenya kalo salah pergi 
sadness,ngurus jujur 
joy,kesel orang kalo duduk lesehan gitu lega 
joy,kalo cowo suka serius cewe nunjukin usahanya disukai cewenya berusaha disukai orangtua cewenya hehe 
anger,marah mengubah realitas ðÿðÿ realitywarper 
joy,berasa baca novel 
love,perempuan cantik 
love,cinta energi mengajarkan memaafkan melupakan 
joy,username username mending ngusut teroris pertahanan perdamaian nkri etdah 
fear,indonesia brisik kampung orang jual susah 
love,sayang banget 
fear,serem malem malem akibat cerita nyokap kalo adik iparnya hantu kereta hantu gitu lenteng agung tebet kayanya 
anger,momen amarahmu olah terbakar burningrage 
love,cinta menghargai perjalanan 
joy,indonesia milih artis difilter apaya yonglek gini followersnya bagusnya maju coba indonesia allah 
fear,username username username pakai 
love,terhubung tujuan hidup mimpi 
anger,kelaperan stasiun beli paket roti duduk nyruput 
anger,anjiir vallen digituin casually angry emang kaya gitu sebiasa orang negara eropa 
anger,username sinis menegur kumpulan kelas doktoral jokes sexual mengarah harassment abuse really korelasi sekolah perilaku 
anger,username bilang gitu kerja bener mending plenga plengo kerja nyata hasil drpd nyinyir hasil sukses pakde username pendukungnya 
love,pandangan mata 
anger,username username kalo jakarta jago nyembunyiin buktinya perusahaan offshore bikin namanya muncul panama paper jago banget temuin bukti 
sadness,sehari betah 
anger,orang niat banget bikin akun gaib memaki memarahi orang marah akun gaib 
fear,username takut jalanan rame 
joy,kuliner hitz yogyakarta namanya ceplukan jaman suka mencari ceplukan kebun 
joy,nntn seru finally mikir trnyata serunya krna proses pnangkapan kilah dikeluarka tersangk konyol kwkwkwk 
anger,spontan nyalain flash nyari tissue lupa senter kamar sejajar lokasi tetesan 
anger,marah meluap luap meledak readytoexplode 
sadness,semoga kedepannya kejadian barista username gancit ngeselin pesen espresso pahit manis kopi jual barang murah 
joy,driver gojek 
sadness,mempelajari cinta kasih kerendahan hati pencapaian tertinggi sekolah kristus bukti cemerlang guru john newton 
love,cinta merasakan kedamaian kenyamanan 
sadness,cerita horor malam huehehe bobo mandi biar dingin selimutan langsung bobo gitu udah mandi semprot muka pake mawar 
anger,jahat banget mbaknya 
anger,menganggap sexual harrassment wajar alias seneng kalo ngelecehin vallen speak udah tindakan bener warning laki 
love,cinta energi menerima mencintai 
anger,allah membebani sesuai kesanggupannya pahala kebajikan diusahakannya siksa kejahatan dikerjakannya baqarah kuncinya usaha cari jalan solusinya 
anger,kesatuan bong hahaha habibie mencopot jabatan prabowo ulah wiranto 
love,selamat pulang ngantor selamat bermacet 
love,hati bergetar kemarahan kuat 
love,matahari terbenam perasaan hampa 
love,alasan rela begadang 
fear,mengerikan lucu 
love,cerita dikisahkan istrinya gabisa keturunan 
joy,shawn mendes kalo nyanyi liat orangnya 
joy,tema photo putri popok tidur siang hahahaha halo photo kimora username posting kimora lahir mohon doanya makasi 
love,momen perasaan takut melumpuhkanmu 
anger,username username menggelikannya emang kitabnya lempar lempar koin menggelikan 
anger,ngurusin neraka orang 
fear,baca
love,sebenernya penjemputan taxol 
sadness,mbak suka ributin bodigardnya vela sukanya muterin halaman kosan maap mbak 
fear,rumor umpatan 
sadness,momen perasaan takut membuatmu berlari henti endlessrunning 
love,anak tertawa riang hati hangat berbunga bunga childlikejoy 
anger,membatasi chatan main terserah karna larang kesempatan orang bohongin gede terserah ensenang menjalani hubungan iniw 
love,makasih semangat 
love,olahraga username 
anger,username username maksud orang muslim meninggal shalattin beda politik islam berpolitik baginda nabi mengajarkan pantaskah partai dakwah 
love,emosi mentionan sheungwanie 
sadness,sungguh cinta sejati orang sadar didekati orang kimiawi engkau sukai dekatilah tuhan menjadikan percik percikan reaksi kimia 
love,username
anger,amarah membuatku meluapkan 
sadness,gitasav same case different reaction gitasav orang salah fokus gitasav ngerespon helmi salah fokus grammatical error 
love,username username 
anger,sebel sekdes 
sadness,kesetiaan cinta diuji sakit hehe ngeliat sayangnya papa ngeliat papa capenya ngurusin nenek kakek sakit huhu berlinang ngomongin papa 
fear,mendengar suara langkah belakangku 
fear,semoga anak thailand selamat yahhh kalo dokumenter asliii bikin merinding baca thread orang merinding akuny 
fear,sekolah kucek kucek mata abis bulu mata rontok auto panik 
anger,menggelikan ketimbang sexual harassment menimpa vallen politisi partai politik memanfaatkannya panggung pertunjukan dalih pembelaan korban hilihkinthil 
anger,username sampe merinding hati aposeee liat explore bingung temen like follow bubble over curated haha serem kelebatan film berita kerusuhan menyertai foto 
sadness,gasuka gondok dongkol mangkel kagetnya meniqaaa semoga insyafmu abal abal semoga udah alim beneran inget habluminallah habluminannas niat maaf wanita disakitinya 
sadness,pengalaman
love,kalo kamuuuuuu 
joy,terkadangg kalo lapor berwajib alah dipegang 
fear,gasuka gondok dongkol mangkel kagetnya meniqaaa semoga insyafmu abal abal semoga udah alim beneran inget habluminallah 
anger,sayang internet friends peduli 
joy,gara username googling berita confirm duhhh berita pasangan favorite jaman 
fear,askmf idung abis kena bola kenceng lgsg muncul lecet merah tulang idung dokter takut tulang idung geser bener kenceng sakit nyeri skrg engga 
anger,meledak kemarahan 
sadness,cinta pandangan hati anugerah cinta tumbuh hati meninggalkan sayang mendalam merasakan cinta tumbuh hati 
fear,bingung sebenernya cocok make salah 
sadness,disaat butuh uang membiayai uang semester kehidupanmu 
love,tergila jatuh cinta sepertimu 
love,
anger,dimohon paksa include harap sopan kalo labil gajelas will block taatin rule utamakan 
fear,momen berjuang melewati hutan ketakutan lebat navigatingfear 
anger,total duit diorang ngutang otak yahhh ditagih pura mati 
sadness,kaga kemaren payah bocah 
love,momen sepenuhnya diterima dihargai teman teman sejati kebahagiaan sejati friendshipbond 
joy,tolong ditelusuri penangkapan ratusan terduga teroris 
love,
fear,gimana ngerubah instagram story viewers toxic people urutan buka ignya 
anger,bknnya imam cabul dibelain tolol 
sadness,udah mandi 
joy,diumumkan lulus 
sadness,kadang suka kasian tukang parkir 
joy,dtng hidup ibumu keterpurukan dtng hidup kujawab dptkan ibumu hadir disaan menjauh meninggalkan kusendri hidupku 
anger,permata profesional program cashback token 
anger,muka dicari muka buktikan kinerja lahhh onoh cari muka doang 
anger,hati terbakar kemarahan sulit kutahan 
sadness,kemarin sebulan lewati malino kalo pendakian skrang kayak sdah capai 
fear,momen lihat memicu amarah triggeredanger 
sadness,gini kejadiannya istirahat sekolah penasaran telunjuk staples udah nancep 
joy,wktu sblm lebaran kmrn kiriman paket aceh 
joy,suka ayah salah satunya kesetiaannya dimana buktiin kalo cinta seumur hidup berani ngelakuin apapun pntg hidup sang pujaan hati mati 
anger,polri tambahan anggaran 
sadness,oldmoneygakngerasain beli dodol lipet dibentuk suka bentung burung bunyi bosen 
anger,park woojin disayang dicintai diapresiasi makanan enak pelukan hangat kopi panas cokelat panas terserah bahagia pokoknya intinya park woojin bahagia 
fear,merinding takut takut kejebak imajinasi diam diam hidupku kehadiran orang sadar 
sadness,baca buku diawal senyum 
anger,username gimane wifi gangguan mulu kalah indie home kalo ampe gangguan pake indie home 
anger,username username orang berotak jakarta bagus menilai kepentingan 
anger,maling ngaku penjara penuh badan gede hsil gede 
fear,malem kayak gini sllu resah 
sadness,cinta seni mengharapkan balasan 
anger,terbukti tangkap biangnya 
love,terhubung tujuan hidup mimpi 
love,ngerasa enak kalo membiarkan orang 
anger,momen melampiaskan amarahmu needtoletitout 
anger,bpip bpip mmberi tokoh bangsa terhormat bpip hidupkan peljaran budi pekerti 
love,tersisa semaraknya piala dunia menghabiskan tertinggal duduk berdua beradu bela tersenyum manja tatapanmu mempesona kuasa memendam berbeda tumbuh getar cinta dada 
sadness,lokasi kamar lantai 
fear,tuntut karna takut memenuhi tuntutanmu 
fear,ceritanya denger lagu trus sambungin speaker 
sadness,kasih sayang anugrah terbesar kehidupan memiliki orang memberikannya ikhlas tulus 
anger,moment pencitraan postingan pengen ngapus udah posting yaudah biarin 
love,sayang salah 
sadness,hoohh white prince meneduhkan hatii dateng bawa bunga leleh kalo dateng bawa sekoper uang 
love,fisik
fear,story tulisan stay with pegangan tangan 
love,merasakan jatuh cinta 
fear,curhat suka kpop suka minder temen temen suka kpop kadang risih temen ngomong stop korea shel 
joy,teman lelakimu kerumah izin papa mengambilmu darinya papa berhati hati izin papa lelaku menggantikan posisinya 
anger,username username username gini terooss template 
love,kalo foto profilku vulgar 
joy,cewek suka bola dimata cowok cantiknya nambah 
sadness,bibi esta username kesayangan banget 
fear,bule
fear,aktip twitter melarikan mencuit 
joy,nggak berobat simple 
fear,ngalamin
anger,fans benci curry ngakuin points bahaya ngelempar bola masuknya 
sadness,orang dinas ngambil sampel hasilnya minggu 
fear,username takut pengen sekolah anak paralel gatau kalo univ dipengen beda 
fear,konten seru temen ngga berbau seks 
anger,username nggak butuh maaf 
love,merasakan kebahagiaan kebahagiaan orang cintai 
anger,salahnya mbak dishare ulang 
joy,username darimana maukah walikota bonceng motor traika 
fear,username username kontol jelek mengkerut twittermu 
anger,melepaskan marah meledak 
anger,terdengar nyata teriakan hiszbut tahrir 
fear,mengintip lemari membuka pintunya 
anger,ambang meledak amarah 
anger,jujur kadang ngerasa sebel cinta gausah segitunya sungguh bnrbnr gamau kalah sumpah 
fear,dipikir pikir 
fear,sebenci bencinya sikap keras menyebalkanmu 
anger,username username username username nyari panggungmu junjunganmu langsung 
sadness,sempet nonton beritanya thailand ngerti bahasanya diem nyampe bali ngeh tonton berita 
fear,temen kuliah dimana binus temen jurusan psychology temen baca sifat coba baca orgnya nyet baca sifat orang gabakalan gagal percintaan mulus hidup fakefrendzz 
anger,orang nyindir nyindir bisanya 
joy,foto instagram lupa password instanya ngga buka salah pemerintah instagram pakai password lupa khan begoloe 
anger,bilang kafir gabung khilafah alihkan penyelundup kaum bumidatar olah pancasila username 
sadness,langsung mewek baca thread 
joy,ikhlas masuk muncul kehidupan muncul 
love,
joy,ummat pelosok negeri berteriak berjanji berharap deklarasi engkau sudi pemimpin engkau pemimpin amanah kerna lihat engkau imam ummat tgbharapan 
love,sampe rumah 
fear,salah ngalah 
fear,bagiku cinta hati nyaman tenang dimana merasakan kenyamanan ketenangan lingkungan kasih sayang cinta kasih sayang 
joy,happy birthday winnie poohnya embul cakep sukses producing lagu lagunya sukses nyuiste tetep tigernya love humble 
joy,sahabat guru pakarkomunikasi neniyulianita teman teman akademisi selamat milad fikom unisba semoga lulusan fikom unisba berkualitas 
joy,keren nggak bilang username anti islam 
anger,samanye udeh maling jancok anjing siluman monyet hahahahaha hati maling 
anger,username overload pengiriman tutup penerimaan pengiriman paket paket masuk terdistribusi sesuai estimasi mementingkan keuntungan pentingkan konsumen 
joy,username username kreatif 
sadness,ngeliat mino 
joy,momen berhasil menolong orang senyuman hadiah ternilai helpinghand 
fear,gemetar merasakan sentuhan dingin bahu 
fear,alhamdulillah sayang username ambekin kalo males 
joy,mimpin bupati tasik gubernur aduh kang kabupaten tasik akang masyarakat tidap puas kinerja akang pengen gubernur cing atuh mikil 
anger,sich dipercaya polisi cekatan 
anger,pasang cret kayak gitu mikir jihad melayani kalo ngga seneng pekerjaannya kejar passion ngga nyinyiri mulu 
love,perpus
joy,kuliah penyampaian informatif edukatif kalo liat rame berkomentar fokes profesi andaaa ajaaaaah 
joy,username wkwkwkwk udah kali bandung ketemu ketemuuu wkwkkw 
sadness,berbeda kepercayaan athaya mencintainya 
sadness,orang dewasa orang membenci mantannya mantan pacar suami membenci mantan faham arti cinta kasih sayang jarang orang ngata ngatain mantannya setan 
joy,cewek salut banget vallen cewek 
fear,pemantauan sosialisasi wilayah melaksanakan patroli rutin 
anger,wanita suka menghancurkan hubungan orang bangga berhasil merusak kebahagian orang silahkan 
fear,miss
joy,ditakutkan mahasiswi aman 
sadness,hancur sedih menghantamku 
love,sebentar ketemu krucil krucil ponakan gemesin banget 
anger,username helloowww username asian games tinggal hitungan minggu jakarta kelar berbenah 
sadness,kesabaran menghadapi bertahan 
fear,memasuki menunggu 
sadness,ujung duit maning 
joy,mengerti teka teki kalimat indah sadari 
sadness,kalo bercanda inshaallah pisah biar berat gaboleh egois 
anger,situasi membuatmu marah merobek dimensi ruang dimensionripper 
joy,yaqin pentagon shine lagu seribu umat wkwkwk ikon love scenario debessss hhhh dimana lagu anjerrr 
anger,parungpanjang hadiri jutaan debu warga terdampak ispa jiwa 
anger,ntan busuk banget 
joy,kknlyfe paginya leyeh leyeh 
love,seringkali luput menyadari 
sadness,dingin perhatian keras denganmu 
joy,ngumpulin upeti kanan kiri ngasi hadiah suami panerai anniversary special pengen kasih membahagiakan drpd menerima ngasi suami 
anger,username username username negara didunia memendam liberalisme afganistan pakistan iran negara maju negara khilafah 
anger,menghancurkan sekitarku amarahku 
sadness,berhari tidur kayaknya emang bawaan ngga tidur cepet cape gedebugan doang ngga tidur 
anger,hati terbakar kemarahan sulit kutahan 
sadness,semoga tayangnya film menit perantara menebarkan benih benih cinta 
anger,kemarahan membuatku mengamuk melepaskan amarah 
joy,username asli editan username username username username kupas wilayah hukum keselamatan warga parungpanjang nomor sekiankan bermain 
joy,akun base sayang makasih admin nyaaa purple username username username 
love,alasan mencintai 
love,momen orang cintai 
anger,pengajian ustadznya provokator mulut jamban 
fear,serius
anger,kurangin intensitas berkabar 
joy,username menghubungi halo tekan 
joy,astaga bbrapa minggu kabar klian bareng event kangen miss much guys 
sadness,situ mikir kalo ngerjain tugas 
love,kali tersenyum padaku 
sadness,idolamu khilaf 
fear,username whatsapp terang terangan blokir 
love,kejauhan
love,gusti
love,cinta
anger,langsung musuhmu biang keroknya pelajari dalami langsung menuduh 
anger,sayang karna gantiin bkan milik tetep sayang 
joy,senyuman wajah orang asing jalan pengingat kebaikan ðÿ smileexchange 
joy,keresahan mencari pelabuhan pemuas keresahan terdalam seniman agung semoga pencerahan sejati 
sadness,pagi siang jengkel antri siang sore jengkel salah paham buru buru solo sore malem jengkel kesebuah lokasi ancer gajelas selepas taraweh bareng fisika jengkel pagi ilang lgsg mood bikin seneng 
sadness,kasih sayang tiada bertepi 
fear,sekian thread baca 
joy,cinta mencinta dicinta rumit memaksakan irasional rasional jatuh cinta kepadamu 
love,addeh
anger,kemarahan membuatku meledak 
joy,beranjak remaja kamh menuntut papa izin malan 
fear,nyampah suka compare 
love,username username username username sinh drumer cinta terindah 
anger,anis bilang prabowo didukung mafia mangap fakta nyolot kunyuk username nggak sopan santunnya pemimpin 
love,beras dijual 
fear,cantik username langsung tidur 
anger,belajar agama tuntas ngarang hidup dialquran trus jelek baca alquran 
sadness,mendengarkan musik sesuai moodmu hatimu bergerak irama kegembiraan ðÿµðÿ musicalbliss 
joy,momen perasaan takut membuatmu berjalan tali tipis jurang balancingfear 
joy,kebaikan perbuat meneteskan keringat dilautan 
joy,username username tolong pencerahan 
joy,momen perasaan takut merasuki pikiranmu hujan deras henti henti relentlessfear 
love,sahabat cowo 
sadness,bersyukur nonton ngerekam pake kamera professional doang wkwkwkkw tengkyu mecima bando disuruh lepas 
fear,username same orang ekpresif susah ngungkapin perasaan bersyukur sayang banget keluarga sahabat pasangan 
love,terima kasih 
love,jatibaru
love,purnama pasangan membenci mencintai purnama bersinar bawahnya 
love,hubungan mempunyiai tujuan 
sadness,penerimaan siswa favorit sistim zona menuai kontra siswa pandai ortunya perband 
anger,dear wanita anggap speak upnya vallen norak kampungan 
fear,iyaa untungnyaaa mantai kmrn sepupuku pulang bali disaranin pake pesawat mobilny tinggal jogja abis nyebrangnya horor 
anger,username username mengakui jaringan lemah 
anger,username nkri gundulmu 
joy,username username username dilakuin udah nekat masuk membahayakan orang kebayang kalo ntar nekat masuk mayoritas kendaraan ngeri bayanginnya 
fear,username gamau gimana kalo dirumah malem malem takut kalo udah anak mending sepi kalo tbtb kecoa gimana gitu 
joy,hallo maaf bikin threadnya happy mensive sayang makasih udah nampung arin absurd 
joy,berhasil menghadapi ketakutanmu merasakan kebebasan ðÿÿðÿ fearless 
joy,username dikasih minyak tawon gitu perhari dibiarin sampe mateng kalo udah diletusin biar darah kotor gitu ngeri 
anger,otak koruptor berfikir koruptor orang gila harta orang gila berfikir positif 
joy,nangroe aceh darussalam istimewa fatihah teuku markam salam hormat keluarga teuku markam rakyat indonesia 
anger,momen menghancurkan kekuatanmu destructivepower 
love,rindu mencair 
love,tahukah
sadness,sepakat
love,
fear,melawan perasaan takut mengganggu fightingdisturbance 
sadness,mundur penghianatan 
anger,download melulu pdhl stock laporan mbok dibenerin 
anger,meledak kemarahan 
joy,bahagia beli paketan segiga habis limagiga lancar internetan mayanlah wkwk alhamdulillah 
joy,terkaget disapa takut 
anger,username childish alias kekanakkanakan mendekati bego overacting pelajari undang pejabat memalukan tanggapi pernyataan sandiaga 
anger,negeri didirikan akal sehat politik orang pemarah akalnya buntu mari turun kampus kampus rawat akal sehat sedekahmu bangsa nungguin apbn 
fear,username username musuh selimut hati penghianat dunia kiamat 
anger,mimpi pilkada rakyat bego pilpres pilkada rakyat indonesia cerdas memilih pemimpin 
love,
joy,akrab mention mention 
sadness,calonpenghunineraka serius player troll player toxic player noob game vainglory maafin jancok neraka bangsaaaaat 
anger,fadli zhon relepansi 
love,sampean
love,kenal
anger,amarahmu membuatmu meledak readytoburst 
fear,sifat buruk banget 
anger,momen amarahmu ledakan kosmik mengguncangkan jagat raya ðÿ cosmiceruption 
joy,romantis aing hubungan pasangan bener bener membutuhkan 
sadness,cinta kenangan 
love,username kalo skrng spanduk kalo salah pojoan alun kantor keramatkan masuk seriustanya 
sadness,manusia rakus bunda 
sadness,dear member livable mince sayang kaliannn 
love,seluas mengasihimu teruntuk dimana sehat bahagia tuhan 
love,kalo ceritanya mending diem bikin asumsi giliran ditegor bilang becanda giliran didiemin ngelunjak pengen ditonjok 
sadness,mengejutkan merenungkan tersadar cinta ekspektasi bentuk cinta tingkatan krena cinta ekspektasi bentuk kepasrahan total ilahi 
anger,orang diwajibkan bunglon negara antah berantah konsekuensi sistem pemerintahan presidensial penerapannya sistem pemerintahan 
love,manage
sadness,terjebak kepedihan kunjung mereda 
anger,jijik anat angkat call jijik jijik 
love,apapun
sadness,berhasil mengatasi malas produktif 
anger,momen amarahmu terkendali ðÿ uncontrollableanger 
sadness,sepakat
love,cinta menghadirkan kebahagiaan mengalami kesulitan bringingjoy 
joy,modal walikota solo 
anger,username username good jadwal kereta arah bogor berantakan segini 
joy,amarahku meningkat kali perlakuan 
love,memaknai hubungan 
anger,kaga tolol daniel bule numpang hidup kasih kemudahan hidup sorry biar jelek sudi dimanfaatin doang 
anger,haji puncak penyempurna keislaman pantaskan diriku menyambut panggilanmu asrama haji pondok gede 
anger,palembang coba venue asian games 
joy,bunga orang nyinyirin hidupmu membahagiakan pastikan bunga 
fear,ramal kerumahku bertemu orangtuaku 
fear,mencekam mata gelap memandangku jendela 
anger,nelfon username disuruh tunggu pelaporan 
anger,semoga username sadar bupati purbalingga pdip kena 
love,liat gini doang tibatiba bahagia gitu apagga dinamakan cinta stole this from someone 
fear,survey cewek bilang cowok pegang mitos gaes cewek 
anger,username marjuki ngerti ndak faham ndak waspadai radikal kalo ndak radikal hawatir kalo tersinggung radikal 
love,dewasa pake banget 
anger,username beda goblok vallen emang doyan goyang seronok better seronok 
anger,saran dprri 
anger,username penumpang yamg kadang suka gemessssss turun berjubel dipintu mencari nafkah biarkan penumpang turun trimakasih 
sadness,username nyabutnya santae pake jari kena kuku beli softlennya bagus beli soflen warna item gangapa ujug gatel perih etaunya robek 
love,
anger,username barang elektronik gitu gimana kadang takut buang headset baterai sampah soalnnya bahaya botol spray 
love,supporter username suka barca 
love,disayangi insan sayang kebahagiaan dihormati insan sayang bermakna tiada sayang tiada hormatnya 
love,bukti mengasihi tuhan mengasihi memiliki kasih mengasihi allah mengasihi 
sadness,hati dipenuhi cinta biar tuhan mendengarkan engkaulah pendamping kelak 
fear,username dimana cuman bilang sayang berubah 
love,cinta
sadness,makasih udah kasih info lemah teles 
anger,marah membuatmu menguasai alam semesta kemarahanmu ðÿâ cosmicdominance 
anger,gini takut pelayanan ambil orang heiii pelayanan tuhan sapa tuhan percaya aneh pake main fitnah jatuhkan orang 
sadness,daritadi notifikasi twitter berhenti berbunyi 
sadness,cinta alasan tersenyum indah tertawa terkadang cinta kenangan dilupakan 
love,username orang ngentot sadar dikeluarin didalem 
anger,momen meledak melepaskan amarahmu needtovent 
sadness,persis keluarga mualaf menado indonesia timur 
love,keren jalan kemana 
anger,amarah membuatku meledak singkat 
anger,sebenernya udah kecewa pakdhe username semenjak kriminalisasi pemerintahan beliau ditambah novel baswedan tuntas 
anger,pecinta kpop salty suka every insulting things people whom passionate about otaknya gaada jongkok belajar menghargai belajar ppkn 
love,mengerti
joy,ayahku bali kabarin trus ayah bilang kalo ayah wafat doain 
fear,sayang gaada dikenalin keluarga cewe gugup abis yaelah gaada kenal dateng mendadak gugup 
sadness,username kali cikk pemadaman byasanya mepet listrik yaaa huhuuu 
love,happy first mensive sayang username maaf terbaik 
sadness,drama kmarin sore seharian puasa trus mandi kaget kedatangan tamu diundang adzan maghrib trus galau seharian dianggap puasa 
fear,trus
anger,username pilkada photo panas sebabkan orang mengundurkan 
love,
sadness,teman ngga liatin temennya bertemu 
fear,wajah jokowi apanya kliatan cina polower botakndut mustopa nuduh jokowi turunan cina stress urusan kantor stalking hihi 
fear,momen perasaan takut merasuki pikiranmu racun invisiblepoison 
anger,kali username gancit kecewa berat baristanya bikin minum berantakan melengos bikin emosi please jual jasa 
love,ularrr takut ular allah 
joy,semoga lancar 
anger,chatting
anger,adiknya lita akrab mama benci maklum mama sodara keluarganya keturunan saraf gitu kebanyakan jahat sialan dengki sodara mama 
anger,fans kpop dadakan 
love,brasil
joy,username korea nyampe ditrack resinya takut takut suratnya nyasar kalo surat murah 
love,momen mengenal eternalconnection 
love,cinta sederhana 
anger,lambat perpanjang dimana 
anger,universitas negeri surakarta mendaftar kampusnya butuh keterima selamat mengalahkan sekian ribu orang 
love,username claims penggantinya gitulo bikin mencurigakan 
love,allah tugasku selesai 
sadness,berdamai jalan komedi 
fear,perutku keroncongan bahasa tubuhku meraba raba 
joy,ngga ngerasain degan nerima pemberitahuan kuota tinggal asik asiknya tlponan cari kuota ngobrol 
anger,atuh kristen jahat mampus neraka laki penipuan korup bangga najisssin sialan nikah duda tajir mapan undang catat liat dendem sepupu iblis penghuni neraka 
sadness,dear username statusnya pesen marketplace alamat lengkap sampe salah 
sadness,otak kalo bego apapun posisinya 
anger,bayar pajak tahunan nomor antrian dipakai 
sadness,takut menghadapi disiksa mendadak takut 
anger,ujung kopi duit memperlakukan melayani konsumen complain barang jasa dijual 
anger,ribuan penelitian anak bangsa terkait penanggulangan sampah 
love,terima kasih 
love,pertemuan diundur 
fear,semoga paham takut allaah berlindung allaah godaan setan terkutuk 
sadness,hueee sayang guaaa melow gini sihhh love aaahhhh cinta much beruntung jumpa sweetie 
anger,efek pintu slipi arah semanggi ditutup 
sadness,bonbin urus payah tabrak pagar zebra surabaya mati 
fear,gatau takut nengok thomasnya ngajak ngobrol gimana allah pengsan bantalnya 
sadness,barusan kakinya ngiket pake karet biaya dokter takut mahal misqueen nothing money 
joy,momen perasaan takut membuatmu berjuang henti fightingendlessly 
love,cintailah kekasihmu mencintai 
anger,komprenya perkelompok asaan kelompok minggu kemarin maju sebentar gasampe bikin degdegan woii 
anger,wajib dipenjarakan username wajib dilaporkan memecah belah 
love,anyong namja romantis idaman perhatian pastinya sayang 
joy,sampe cerita temen kajian ibadah gitu kajiannya menyimpang didalem kajian bawa ganti presiden pokonya intinya kontra pemerintahan pokonya gitudeh 
fear,udah pusing chat abang gojek 
love,puluhan
sadness,kemaren ngomongin sexual harassment semalem bintang dangdut pujaan tanah kena 
sadness,rakus piza laginadianti pasta piza 
fear,depresi dihina orang terdekat 
joy,senyum media murah membangun hubungan kintamani photography savana vsco balicili balitrip baligasm bali travelling kintamani 
joy,sumpah jijik denger lagu aaaaaaa aisyah kujatuh cinta 
anger,permulaan cinta membiarkan orang cintai 
anger,marah membuatmu mengendalikan ruang amukanmu timeandspacebender 
love,
sadness,dear username tolong 
love,somplak hahaha 
fear,suka sifat protective 
anger,alloh maha maha romantis kalo bilang tunggu memaksa 
joy,mengubah kebiasaan berat 
fear,laptop
fear,momen perasaan takut menghantui tidurmu 
joy,momen istimewa hnya diatapi kadang perkumpulan sederhana bareng sobat bermakna temankobong pagingopi 
anger,niat tidur karna besok pagi anter negara belanja bahan mesti capil ektp belun kelar udeh maleen 
love,wanita makhluk lembut 
anger,momen menaklukkan dunia 
sadness,dapet ginian username deket 
anger,banget pelajaran dapet 
fear,guys sorry kalo jorok cewe prnah kalo haid lend darahnya gumpal haid gitu biar gimana 
sadness,username perawatan transjakarta metro mini 
love,amarahmu sulit menemukan speechlessanger 
joy,username kebanyakan baca novel 
joy,anik lulus besok surabaya jujur ngisi materi forum 
anger,kemarahan membuatku meledak amarah 
anger,bego dihukum ditembak bela sibangsat cabul kabur bela tolol berani waras berpikir jawabannya 
sadness,cinta hebat 
joy,salamsaum bangga username meraih opini wajar pengecualian keberhasilan kerja keras smua mewujudkan kementan bersih 
joy,idealnya tingkatkan status ganjar saksi tersangka kecurigaan lindungi kekuasaan cair percaya 
anger,keambian siang buka situs online trading sekuritas lihat indeks saham warna warni trus klik klik cantik bego klik tombol 
love,udah berubah 
love,terkejut perut kruyukan 
anger,marah membuatmu mengguncang dasar bumi earthshaker 
sadness,qyara
love,mengenal mencintaimu 
